date,mountain,value
2016,Revelstoke,3.8
2016,Revelstoke,6.1
2016,Revelstoke,18.5
2016,Revelstoke,15.3
2016,Revelstoke,33.7
2016,snowbird,NA
2016,Snowmass,13.4
2016,squaw,42.5
2016,Steamboat,48.9
2016,Telluride,23.3
2016,Vail,21.3
2016,Whistler,47.91338583
2016,Wolf_Creek,30.1
2017,Aspen,17.7
2017,Berthoud.Pass,18.6
2017,Big Sky,22.2
2017,Breckenridge,21.1
2017,Crested_Butte,21.3
2017,Eldora,13.4
2017,Jackson Hole,42
2017,Loveland,22.1
2017,Monarch,22.1
2017,Mt. Baker,79.6
2017,Powderhorn,30.6
2017,Purgatory,19.4
2017,Revelstoke,53.5
2017,Revelstoke,36.9
2017,Revelstoke,23.6
2017,Revelstoke,45.2
2017,Revelstoke,40.7
2017,Revelstoke,11.5
2017,Revelstoke,32.9
2017,Revelstoke,48.1
2017,Revelstoke,49.3
2017,Revelstoke,26.2
2017,Revelstoke,39.6
2017,Revelstoke,27.5
2017,Revelstoke,35.2
2017,Revelstoke,41.3
2017,Revelstoke,44
2017,Revelstoke,55.2
2017,Revelstoke,54.1
2017,Revelstoke,53.4
2017,Revelstoke,31.1
2017,Revelstoke,47.3
2017,Revelstoke,23.8
2017,Revelstoke,55.5
2017,Revelstoke,48.9
2017,Revelstoke,51.9
2017,Revelstoke,12.8
2017,Revelstoke,5.4
2017,Revelstoke,32.4
2017,Revelstoke,36.3
2017,Revelstoke,48.2
2017,Revelstoke,1.5
2017,Revelstoke,52
2017,Revelstoke,50.9
2017,Revelstoke,4.4
2017,Revelstoke,54.9
2017,Revelstoke,18.1
2017,Revelstoke,37.2
2017,Revelstoke,30.2
2017,Revelstoke,44.2
2017,Revelstoke,4.8
2017,Revelstoke,46.1
2017,Revelstoke,9.5
2017,Revelstoke,54.7
2017,Revelstoke,49
2017,Revelstoke,30.1
2017,Revelstoke,33.9
2017,Revelstoke,53.1
2017,Revelstoke,25
2017,Revelstoke,35.9
2017,Revelstoke,33
2017,Revelstoke,33.5
2017,Revelstoke,38
2017,Revelstoke,25.3
2017,Revelstoke,0.9
2017,Revelstoke,0.2
2017,Revelstoke,32.1
2017,Revelstoke,28.8
2017,Revelstoke,29.1
2017,Revelstoke,6.1
2017,Revelstoke,32.2
2017,Revelstoke,34.7
2017,Revelstoke,32.6
2017,Revelstoke,46.6
2017,Revelstoke,44.6
2017,Revelstoke,0.1
2017,Revelstoke,5
2017,Revelstoke,54.3
2017,Revelstoke,18
2017,Revelstoke,43.9
2017,Revelstoke,47
2017,Revelstoke,49.1
2017,Revelstoke,52.6
2017,Revelstoke,51.5
2017,Revelstoke,7.3
2017,Revelstoke,6.6
2017,Revelstoke,0.3
2017,Revelstoke,12.1
2017,Revelstoke,43.5
2017,Revelstoke,16.5
2017,Revelstoke,7.2
2017,Revelstoke,46.5
2017,Revelstoke,26.6
2017,Revelstoke,5.7
2017,Revelstoke,29.3
2017,Revelstoke,0.6
2017,Revelstoke,38.7
2017,Revelstoke,51.1
2017,Revelstoke,9
2017,Revelstoke,2.5
2017,Revelstoke,1.2
2017,Revelstoke,26.9
2017,Revelstoke,26.3
2017,Revelstoke,11.9
2017,Revelstoke,50.5
2017,Revelstoke,5.5
2017,Revelstoke,36.1
2017,Revelstoke,37.3
2017,Revelstoke,36
2017,Revelstoke,36.7
2017,Revelstoke,14.2
2017,Revelstoke,48.4
2017,Revelstoke,17.5
2017,Revelstoke,4.5
2017,Revelstoke,53.2
2017,Revelstoke,49.7
2017,Revelstoke,38.2
2017,Revelstoke,0.4
2017,Revelstoke,44.8
2017,Revelstoke,27
2017,Revelstoke,54.2
2017,Revelstoke,20.9
2017,Revelstoke,31.9
2017,Revelstoke,8.7
2017,Revelstoke,22.9
2017,Revelstoke,10.7
2017,Revelstoke,46.3
2017,Revelstoke,23.9
2017,Revelstoke,23.7
2017,Revelstoke,51
2017,Revelstoke,16.7
2017,Revelstoke,24.9
2017,Revelstoke,2.9
2017,Revelstoke,3.4
2017,Revelstoke,27.2
2017,Revelstoke,4.6
2017,Revelstoke,24.1
2017,Revelstoke,26.7
2017,Revelstoke,27.1
2017,Revelstoke,27.4
2017,Revelstoke,27.8
2017,Revelstoke,28.4
2017,Revelstoke,28.7
2017,Revelstoke,30.7
2017,Revelstoke,32.8
2017,Revelstoke,33.4
2017,Revelstoke,34.3
2017,Revelstoke,40.1
2017,Revelstoke,43.1
2017,Revelstoke,44.3
2017,Revelstoke,43.4
2017,Revelstoke,44.5
2017,Revelstoke,45.8
2017,Revelstoke,50
2017,Revelstoke,50.3
2017,Revelstoke,51.3
2017,Revelstoke,51.7
2017,Revelstoke,52.2
2017,Revelstoke,52.4
2017,Revelstoke,54.6
2017,Revelstoke,55.6
2017,Revelstoke,53.8
2017,Revelstoke,54.4
2017,Revelstoke,55.4
2017,Revelstoke,50.8
2017,Revelstoke,51.6
2017,Revelstoke,47.7
2017,Revelstoke,44.7
2017,Revelstoke,41.1
2017,Revelstoke,35
2017,Revelstoke,34.1
2017,Revelstoke,25.7
2017,Revelstoke,25.1
2017,Revelstoke,18.8
2017,Revelstoke,16.8
2017,Revelstoke,15.1
2017,Revelstoke,13.8
2017,Revelstoke,4.7
2017,Revelstoke,2.8
2017,Revelstoke,1.1
2017,Revelstoke,0
2017,Revelstoke,4.2
2017,Revelstoke,8.1
2017,Revelstoke,52.7
2017,Revelstoke,40.5
2017,Revelstoke,9.7
2017,Revelstoke,12.6
2017,Revelstoke,13.4
2017,Revelstoke,14.5
2017,Revelstoke,16.1
2017,Revelstoke,17.8
2017,Revelstoke,19.2
2017,Revelstoke,0.7
2017,Revelstoke,42.2
2017,Revelstoke,24.7
2017,Revelstoke,41.7
2017,Revelstoke,15.9
2017,Revelstoke,16.2
2017,snowbird,59.3
2017,Snowmass,21.8
2017,squaw,82.8
2017,Steamboat,44.5
2017,Telluride,27.4
2017,Vail,20.3
2017,Whistler,55.31496063
2017,Wolf_Creek,42
2018,Aspen,13.6
2018,Big Sky,29.8
2018,Breckenridge,20.4
2018,Crested_Butte,10.1
2018,Eldora,11.8
2018,Jackson Hole,33.2
2018,Loveland,18.7
2018,Monarch,11.7
2018,Powderhorn,13.7
2018,Purgatory,4.5
2018,Revelstoke,21
2018,Revelstoke,2.8
2018,Revelstoke,26.2
2018,Revelstoke,34.3
2018,Revelstoke,22.2
2018,Revelstoke,31.1
2018,Revelstoke,33.2
2018,Revelstoke,33.9
2018,Revelstoke,46.4
2018,Revelstoke,40.7
2018,Revelstoke,47.1
2018,Revelstoke,31.4
2018,Revelstoke,5.7
2018,Revelstoke,51.6
2018,Revelstoke,3.6
2018,Revelstoke,28.8
2018,Revelstoke,20.9
2018,Revelstoke,8.5
2018,Revelstoke,7.8
2018,Revelstoke,40.3
2018,Revelstoke,42.8
2018,Revelstoke,5.1
2018,Revelstoke,11.7
2018,Revelstoke,43.9
2018,Revelstoke,32.4
2018,Revelstoke,42.9
2018,Revelstoke,42.4
2018,Revelstoke,51.2
2018,Revelstoke,55.4
2018,Revelstoke,42.2
2018,Revelstoke,44.2
2018,Revelstoke,28
2018,Revelstoke,0.4
2018,Revelstoke,26.5
2018,Revelstoke,19.2
2018,Revelstoke,10
2018,Revelstoke,54.2
2018,Revelstoke,47.9
2018,Revelstoke,14.3
2018,Revelstoke,25.6
2018,Revelstoke,22
2018,Revelstoke,47.4
2018,Revelstoke,26.8
2018,Revelstoke,52.3
2018,Revelstoke,30.7
2018,Revelstoke,7.2
2018,Revelstoke,32.2
2018,Revelstoke,22.5
2018,Revelstoke,22.8
2018,Revelstoke,51.5
2018,Revelstoke,11.1
2018,Revelstoke,4.3
2018,Revelstoke,17.8
2018,Revelstoke,22.3
2018,Revelstoke,23.3
2018,Revelstoke,23
2018,Revelstoke,18.9
2018,Revelstoke,35.9
2018,Revelstoke,8.1
2018,Revelstoke,40.6
2018,Revelstoke,24.1
2018,Revelstoke,48.1
2018,Revelstoke,46.1
2018,Revelstoke,25.1
2018,Revelstoke,44.8
2018,Revelstoke,0
2018,Revelstoke,2.5
2018,Revelstoke,47.8
2018,Revelstoke,55.9
2018,Revelstoke,46.3
2018,Revelstoke,24.9
2018,Revelstoke,44.3
2018,Revelstoke,48.4
2018,Revelstoke,36.1
2018,Revelstoke,15.6
2018,Revelstoke,20.2
2018,Revelstoke,12.1
2018,Revelstoke,43
2018,Revelstoke,10.4
2018,Revelstoke,42
2018,Revelstoke,43.5
2018,Revelstoke,34.7
2018,Revelstoke,50.1
2018,Revelstoke,1.8
2018,Revelstoke,51.8
2018,Revelstoke,38.5
2018,Revelstoke,38.8
2018,Revelstoke,25.5
2018,Revelstoke,41.4
2018,Revelstoke,23.9
2018,Revelstoke,47.6
2018,Revelstoke,52.8
2018,Revelstoke,24.3
2018,Revelstoke,4.4
2018,Revelstoke,8.2
2018,Revelstoke,45.2
2018,Revelstoke,43.2
2018,Revelstoke,9.1
2018,Revelstoke,11.4
2018,Revelstoke,48
2018,Revelstoke,41.1
2018,Revelstoke,55.6
2018,Revelstoke,45.6
2018,Revelstoke,56.7
2018,Revelstoke,49.3
2018,Revelstoke,45.3
2018,Revelstoke,22.4
2018,Revelstoke,55.8
2018,Revelstoke,44.4
2018,Revelstoke,37
2018,Revelstoke,38.3
2018,Revelstoke,27.7
2018,Revelstoke,19.8
2018,Revelstoke,12.7
2018,Revelstoke,13.6
2018,Revelstoke,45.5
2018,Revelstoke,47.5
2018,Revelstoke,4
2018,Revelstoke,14.6
2018,Revelstoke,44.6
2018,Revelstoke,52.6
2018,Revelstoke,50.9
2018,Revelstoke,56.9
2018,Revelstoke,18.4
2018,Revelstoke,0.5
2018,Revelstoke,52.9
2018,Revelstoke,7.9
2018,Revelstoke,28.6
2018,Revelstoke,24.4
2018,Revelstoke,49.6
2018,Revelstoke,25.3
2018,Revelstoke,0.3
2018,Revelstoke,19.3
2018,Revelstoke,23.1
2018,Revelstoke,28.1
2018,Revelstoke,35.2
2018,Revelstoke,36.4
2018,Revelstoke,39
2018,Revelstoke,3.3
2018,Revelstoke,40.2
2018,Revelstoke,40.9
2018,Revelstoke,43.4
2018,Revelstoke,43.7
2018,Revelstoke,45.7
2018,Revelstoke,46.7
2018,Revelstoke,48.3
2018,Revelstoke,49.1
2018,Revelstoke,50.5
2018,Revelstoke,56.6
2018,Revelstoke,50.6
2018,Revelstoke,51
2018,Revelstoke,51.7
2018,Revelstoke,52
2018,Revelstoke,53.3
2018,Revelstoke,54.7
2018,Revelstoke,57
2018,Revelstoke,32.8
2018,Revelstoke,30.3
2018,Revelstoke,39.4
2018,Revelstoke,27.3
2018,Revelstoke,33.4
2018,Revelstoke,33.6
2018,Revelstoke,32.3
2018,Revelstoke,25.7
2018,Revelstoke,24.2
2018,Revelstoke,22.7
2018,Revelstoke,2.2
2018,Revelstoke,1.1
2018,Revelstoke,1.9
2018,Revelstoke,0.2
2018,Revelstoke,0.1
2018,Revelstoke,0.8
2018,Revelstoke,1.6
2018,Revelstoke,3.8
2018,Revelstoke,5.6
2018,Revelstoke,7.5
2018,Revelstoke,0.6
2018,Revelstoke,9.2
2018,Revelstoke,11.8
2018,Revelstoke,14.4
2018,Revelstoke,14.7
2018,Revelstoke,15
2018,Revelstoke,16.3
2018,Revelstoke,21.7
2018,Revelstoke,17
2018,Revelstoke,18
2018,Revelstoke,18.1
2018,Revelstoke,20.4
2018,Revelstoke,23.2
2018,Revelstoke,2
2018,snowbird,30
2018,squaw,36.2
2018,Steamboat,45.4
2018,Telluride,16.4
2018,Vail,14.7
2018,Whistler,48.85826772
2018,Wolf_Creek,22.5
2019,Revelstoke,28.3
2019,Revelstoke,24.4
2019,Revelstoke,28.7
2019,Revelstoke,28.6
2019,Revelstoke,26.7
2019,Revelstoke,24.3
2019,Revelstoke,28
2019,Whistler,26.8503937
